" 0.2016613930"," 0.2021875530"," 0.1860659868"," 0.1671468168"," 0.1468793154"," 0.1435642689"," 0.1420799345"," 0.1367227435"," 0.1394540668"," 0.1435246617"," 0.1292142272"," 0.1275710911"," 0.1311621070"," 0.1284032613"," 0.1268346608"," 0.1190047637"," 0.1216658652"," 0.1057430804"," 0.1248805523"," 0.1059064344"," 0.1173388585"," 0.1093663573"," 0.1023278758"," 0.1011899635"," 0.0982831493"," 0.0764391646"," 0.0925269350"," 0.0993257090"," 0.1024955139"," 0.1090824977"," 0.0973964557"," 0.0658457130"," 0.0806777552"," 0.0926345885"," 0.0747283623"," 0.0616769828"," 0.0955284238"," 0.0706399605"," 0.0851277485"," 0.0873326585"," 0.0901643634"," 0.0657575503"," 0.0893263444"," 0.0611977540"," 0.0855161548"," 0.0557609685"," 0.0569590814"," 0.0708791837"," 0.0651199222"," 0.0499884486"
" 0.2835176885"," 0.2032326311"," 0.1816010028"," 0.1608277112"," 0.1452169120"," 0.1461736709"," 0.1421759576"," 0.1376565844"," 0.1326081306"," 0.1362479925"," 0.1346349269"," 0.1335885376"," 0.1288342029"," 0.1318645775"," 0.1247381642"," 0.1387961060"," 0.1279819459"," 0.1112332866"," 0.1242160499"," 0.1029202938"," 0.1204220876"," 0.1267309636"," 0.0994084254"," 0.0832316354"," 0.1053124070"," 0.0854221061"," 0.0960809812"," 0.0962095559"," 0.0972175598"," 0.1052422225"," 0.0869906172"," 0.0985618010"," 0.0869132355"," 0.0806509107"," 0.0670621023"," 0.0900124982"," 0.0753820315"," 0.0826950818"," 0.0894193351"," 0.0734035447"," 0.0694503561"," 0.0844068527"," 0.0710753873"," 0.0723597333"," 0.0645343512"," 0.0662151203"," 0.0647450313"," 0.0587283522"," 0.0555853955"," 0.0716015026"
" 0.2579636574"," 0.2078460902"," 0.1785513312"," 0.1751418859"," 0.1480367333"," 0.1472869068"," 0.1430769265"," 0.1391261667"," 0.1447165608"," 0.1350752115"," 0.1329069883"," 0.1354809850"," 0.1206821129"," 0.1259853691"," 0.1301792264"," 0.1135790646"," 0.1248055100"," 0.1219108030"," 0.1054748669"," 0.1175243184"," 0.1062148511"," 0.1103173569"," 0.1044082046"," 0.1077252254"," 0.1097036228"," 0.0913211107"," 0.0969716385"," 0.0792022943"," 0.1003357172"," 0.1124210656"," 0.0882249773"," 0.0811567008"," 0.1343016475"," 0.0693504959"," 0.0729446709"," 0.0778398588"," 0.0825781897"," 0.0846193060"," 0.0809797198"," 0.0859038532"," 0.0687602684"," 0.0480702259"," 0.0677252561"," 0.0704511106"," 0.0651221946"," 0.0644962937"," 0.0885944664"," 0.0593982339"," 0.0645647943"," 0.0803354457"
" 0.3015046716"," 0.2178198099"," 0.1855304986"," 0.1591898054"," 0.1416349858"," 0.1424684972"," 0.1380562633"," 0.1415999830"," 0.1332499087"," 0.1328761727"," 0.1108788922"," 0.1402317733"," 0.1317577958"," 0.1332923323"," 0.1132093966"," 0.1319461614"," 0.1104613543"," 0.1066847742"," 0.1010631546"," 0.1152060106"," 0.1010140479"," 0.0934554860"," 0.1121101677"," 0.0991143361"," 0.0888550654"," 0.0943266451"," 0.0805538520"," 0.1040288135"," 0.0917117298"," 0.0821598396"," 0.1104799211"," 0.0903012678"," 0.0912134424"," 0.0819032863"," 0.0824692324"," 0.0664062127"," 0.0865854099"," 0.0807950348"," 0.0788394734"," 0.0926310718"," 0.0534033589"," 0.0737624094"," 0.0775282755"," 0.0658314452"," 0.0820255131"," 0.0529744923"," 0.0681546256"," 0.0655537695"," 0.0652826652"," 0.0668218732"
" 0.4779193103"," 0.1982416511"," 0.1671247631"," 0.1705073267"," 0.1460192353"," 0.1500208378"," 0.1443518847"," 0.1409193277"," 0.1400691122"," 0.1362915784"," 0.1348265857"," 0.1273257583"," 0.1243629158"," 0.1125335395"," 0.1261546612"," 0.1265639514"," 0.1274575144"," 0.0988489389"," 0.0968205258"," 0.1136247516"," 0.1193606853"," 0.0986097381"," 0.0889316425"," 0.0926039442"," 0.1142332032"," 0.0956772491"," 0.1057233214"," 0.0675088763"," 0.0866021290"," 0.1043170094"," 0.0769212097"," 0.1044421867"," 0.0810812861"," 0.1046990380"," 0.0539363362"," 0.0828207061"," 0.0637748316"," 0.0851922035"," 0.0792467073"," 0.0596087389"," 0.0819675252"," 0.0770752430"," 0.0678015351"," 0.0815057829"," 0.0631777868"," 0.0697004423"," 0.0685096309"," 0.0434979014"," 0.0833058134"," 0.0659473166"
" 0.3271034360"," 0.2375962585"," 0.1739476174"," 0.1766904593"," 0.1475471258"," 0.1411034465"," 0.1463334858"," 0.1381518841"," 0.1423645169"," 0.1343899518"," 0.1356409192"," 0.1324176341"," 0.1289207786"," 0.1200642511"," 0.1249958649"," 0.1196443215"," 0.1323027164"," 0.1260667145"," 0.1134371683"," 0.0990270004"," 0.1097454801"," 0.1182497516"," 0.1265388429"," 0.1218855605"," 0.1057029590"," 0.0994147360"," 0.0956890583"," 0.0674795657"," 0.0947138146"," 0.1143302619"," 0.1124536991"," 0.0969936624"," 0.0834298208"," 0.0816371515"," 0.0688365176"," 0.0771802738"," 0.0915346369"," 0.0864280686"," 0.0674257576"," 0.0667660683"," 0.0872363672"," 0.0737668574"," 0.0846098140"," 0.0754430220"," 0.0775380060"," 0.0612203740"," 0.0523416437"," 0.0543022305"," 0.0701681674"," 0.0678195134"
" 0.2784502804"," 0.2358821630"," 0.1539834440"," 0.1471269578"," 0.1493968666"," 0.1531194299"," 0.1709170341"," 0.1454118639"," 0.1361560822"," 0.1420544982"," 0.1403766423"," 0.1442912668"," 0.1284292489"," 0.1341250688"," 0.1321686655"," 0.1271464080"," 0.1152829006"," 0.1194415465"," 0.1275899708"," 0.1297888309"," 0.1062045470"," 0.0871040449"," 0.1122622266"," 0.1036611497"," 0.0863504037"," 0.0936295688"," 0.1100179031"," 0.0917405486"," 0.0935999155"," 0.1006068513"," 0.0994653627"," 0.0909937248"," 0.1011944190"," 0.0815406665"," 0.0770011023"," 0.1035507098"," 0.0857903659"," 0.0582359619"," 0.0588714667"," 0.0624529868"," 0.0439172499"," 0.0575994067"," 0.0688874349"," 0.0591192953"," 0.0698577538"," 0.0556266457"," 0.0684121177"," 0.0417765863"," 0.0689913779"," 0.0369434878"
" 0.3056946099"," 0.1785604358"," 0.1652483046"," 0.1678383946"," 0.1581264436"," 0.1443462968"," 0.1579253823"," 0.1367593259"," 0.1372197717"," 0.1319260150"," 0.1391979009"," 0.1882402450"," 0.1589140147"," 0.1314145327"," 0.1168165505"," 0.1094771549"," 0.1155169979"," 0.1290498674"," 0.1237139180"," 0.1095973849"," 0.0930627063"," 0.0906269923"," 0.0863988027"," 0.1079429090"," 0.1035147235"," 0.0783879235"," 0.0773037449"," 0.1006978452"," 0.0772742182"," 0.0715404078"," 0.1010505334"," 0.0859446600"," 0.0795669705"," 0.0807488412"," 0.0746485218"," 0.0736289397"," 0.0866267756"," 0.0621373914"," 0.0726989508"," 0.0729099885"," 0.0949217156"," 0.0817326307"," 0.0725890696"," 0.0760718212"," 0.0478628613"," 0.0394158252"," 0.0388368852"," 0.0761859119"," 0.0728318170"," 0.0779890344"
" 0.3358875215"," 0.3320707083"," 0.1859151125"," 0.1702131480"," 0.1429045945"," 0.1748722047"," 0.1431645900"," 0.1362020522"," 0.1362530440"," 0.1315730810"," 0.1307223737"," 0.1330385059"," 0.1241316795"," 0.1318106353"," 0.1163560674"," 0.1318434328"," 0.1288560778"," 0.0997444093"," 0.1294218004"," 0.1689166278"," 0.1292328537"," 0.1031694040"," 0.1082964465"," 0.1070112288"," 0.1087301746"," 0.1065769494"," 0.0946800411"," 0.1135213301"," 0.0740572885"," 0.1145976484"," 0.1006951928"," 0.1051575243"," 0.0857728496"," 0.0877732038"," 0.0976003632"," 0.1031207219"," 0.0747117251"," 0.0673189983"," 0.0868778825"," 0.0994606242"," 0.0603076853"," 0.0846395567"," 0.0541380607"," 0.0709747002"," 0.0688317046"," 0.1172094718"," 0.0783101395"," 0.0794013366"," 0.0822755024"," 0.0493455343"
" 0.6524648666"," 0.2961922884"," 0.1751468778"," 0.1877269000"," 0.1796814054"," 0.1484215558"," 0.1498266608"," 0.1368854642"," 0.1369693875"," 0.1326652020"," 0.1260781288"," 0.1301247925"," 0.1244851872"," 0.1292050928"," 0.1270619184"," 0.1270795614"," 0.1070809662"," 0.1196138263"," 0.1145358607"," 0.1145862862"," 0.1137031615"," 0.1040047035"," 0.1110448316"," 0.0995460972"," 0.0816822723"," 0.1195249632"," 0.0869510695"," 0.0752696469"," 0.0960807279"," 0.0931427106"," 0.1338779032"," 0.0936047658"," 0.0955346003"," 0.1102356687"," 0.1203385666"," 0.1085567698"," 0.0699133500"," 0.0552033447"," 0.0929083899"," 0.0580513962"," 0.0667643547"," 0.0782410651"," 0.0752927810"," 0.0709703639"," 0.0668543577"," 0.0725897849"," 0.0563915707"," 0.0573358387"," 0.0607551970"," 0.0617538951"
