"0.203297","0.202359","0.189082","0.183938","0.169039","0.168060","0.166730","0.162354","0.164202","0.185030","0.168276","0.161072","0.164004","0.163460","0.165767","0.166200","0.165235","0.175137","0.162115","0.174672","0.168953","0.168770","0.168614","0.176890","0.175719","0.186482","0.176974","0.178739","0.176895","0.171098","0.175346","0.212684","0.185558","0.184322","0.191520","0.216024","0.179103","0.199080","0.196862","0.185806","0.204246","0.203384","0.190281","0.193331","0.187171","0.213649","0.209900","0.211315","0.209527","0.231016"
"0.335053","0.200547","0.194315","0.175610","0.163325","0.170579","0.167497","0.163504","0.164113","0.164286","0.164166","0.162017","0.162159","0.161695","0.167998","0.171569","0.164943","0.171856","0.166993","0.181181","0.165282","0.167644","0.175840","0.192253","0.176798","0.187571","0.180146","0.179150","0.176300","0.177693","0.201114","0.184120","0.190490","0.201733","0.194296","0.177567","0.198260","0.179634","0.172930","0.197716","0.195064","0.174291","0.191436","0.196356","0.208816","0.206290","0.205494","0.207788","0.189126","0.200428"
"0.213537","0.204506","0.190523","0.188154","0.166122","0.169109","0.173263","0.164264","0.174903","0.163506","0.164499","0.180117","0.173601","0.165662","0.161606","0.168165","0.173251","0.172523","0.177874","0.168203","0.172799","0.174902","0.165989","0.190294","0.175569","0.189737","0.181864","0.191274","0.179902","0.166386","0.190402","0.191488","0.166261","0.205428","0.192768","0.184161","0.180806","0.188754","0.191284","0.192070","0.204079","0.235995","0.209900","0.212158","0.197689","0.211056","0.212937","0.216993","0.208951","0.189343"
"0.237542","0.217199","0.195059","0.175376","0.163846","0.163661","0.163469","0.170793","0.162616","0.178782","0.178749","0.172757","0.172174","0.161379","0.167667","0.176845","0.172789","0.176567","0.177002","0.171122","0.191139","0.190418","0.183746","0.174758","0.189555","0.182506","0.199252","0.175563","0.187992","0.198172","0.230855","0.175779","0.191565","0.205872","0.194591","0.205103","0.185283","0.209926","0.194597","0.186757","0.198388","0.213858","0.196709","0.201579","0.193158","0.209529","0.229859","0.220543","0.195808","0.208295"
"0.567025","0.201979","0.182936","0.191271","0.164407","0.169193","0.168939","0.168017","0.167726","0.174087","0.172972","0.169976","0.165170","0.162662","0.166174","0.189134","0.170448","0.182005","0.178061","0.170295","0.165771","0.167849","0.178695","0.186515","0.161625","0.209087","0.168016","0.199120","0.195394","0.172175","0.203222","0.170207","0.185748","0.178858","0.207808","0.209199","0.196580","0.190742","0.207632","0.212234","0.204299","0.204095","0.208294","0.214010","0.218245","0.225905","0.186787","0.224024","0.208458","0.216182"
"0.242129","0.251960","0.191376","0.187050","0.168353","0.164356","0.171426","0.165036","0.163652","0.161537","0.169785","0.184496","0.173942","0.171952","0.168071","0.165270","0.181239","0.163711","0.179286","0.171269","0.166079","0.184424","0.188442","0.169668","0.194143","0.184936","0.172621","0.206072","0.202949","0.217018","0.175081","0.177150","0.182637","0.216997","0.212132","0.200829","0.185048","0.185645","0.198627","0.240931","0.193455","0.212266","0.190801","0.196964","0.200654","0.232476","0.214716","0.221876","0.234121","0.219716"
"0.643263","0.230455","0.175403","0.167344","0.169937","0.170887","0.171955","0.171503","0.170927","0.168003","0.173413","0.177474","0.165002","0.161569","0.172045","0.170678","0.171932","0.165529","0.182915","0.161140","0.181180","0.180825","0.168159","0.166230","0.191531","0.185861","0.173236","0.181353","0.181376","0.177958","0.173181","0.195708","0.203280","0.203386","0.203263","0.202977","0.205281","0.207788","0.193740","0.194398","0.202615","0.207735","0.182746","0.209684","0.215334","0.238528","0.207305","0.206246","0.211930","0.240532"
"0.645764","0.192801","0.183451","0.182952","0.175796","0.169282","0.185410","0.163183","0.173101","0.169597","0.166845","0.244995","0.176419","0.166036","0.173449","0.182273","0.165507","0.161611","0.179483","0.169935","0.188372","0.186964","0.199739","0.187113","0.202258","0.213193","0.213816","0.197059","0.197271","0.201275","0.173849","0.193664","0.205778","0.204373","0.182469","0.204323","0.183819","0.218577","0.234857","0.190147","0.177476","0.194108","0.215698","0.211019","0.219545","0.229674","0.208578","0.203382","0.195815","0.203236"
"0.346423","0.253613","0.199524","0.180322","0.168931","0.178592","0.172094","0.167876","0.170325","0.161010","0.167082","0.174348","0.168056","0.163601","0.170940","0.165194","0.163970","0.188905","0.161670","0.227628","0.165099","0.178100","0.185043","0.175221","0.178027","0.167515","0.177025","0.167812","0.192998","0.202689","0.177921","0.170206","0.190241","0.185049","0.179503","0.175518","0.195355","0.213955","0.204211","0.177289","0.206709","0.186209","0.197918","0.223254","0.216540","0.171164","0.218280","0.218926","0.184148","0.211038"
"0.284622","0.267062","0.193497","0.198499","0.216504","0.168465","0.180142","0.167668","0.175103","0.166245","0.167134","0.175808","0.175341","0.175241","0.163954","0.176537","0.173825","0.168476","0.172586","0.183795","0.185296","0.183613","0.190646","0.193375","0.178606","0.180536","0.191066","0.187805","0.200398","0.197949","0.162025","0.202233","0.176838","0.172023","0.164220","0.213520","0.186783","0.211186","0.179003","0.243538","0.205846","0.196919","0.211157","0.190951","0.223026","0.214824","0.207036","0.222810","0.206860","0.231554"
